id,uid,region,city,state,country,name,address,latitude,longitude,pincode,chargerType,appName,cpoName,customerCategory,megaChargers
"8955","","North2","Alipur","Haryana","INDIA","Dhaba Green Valley, Hansi Rural, Haryana","Alipur","29.13354","75.947552","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"8956","","West1","Joshi Vihir","Maharashtra","INDIA","Hotel Ruchi Park","Joshi Vihir","17.89952538","73.97249272","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"8957","","North1","Khajurla","Punjab","INDIA","Eastwoods Village, Jalandhar","Khajurla","31.273848","75.6846183","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"8958","","North3","Jaipur","Rajasthan","INDIA","The Fern Habitat, Jaipur","Jaipur","26.8995495365667","75.768474121543","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"8959","","Central1","Anumanchipalli","Andhra Pradesh","INDIA","Border Restaurant,Anumanchipalli","Anumanchipalli","17.531237727892","78.92824884658","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"8960","","South1","Bengaluru","Karnataka","INDIA","Jio-bp Mobility Station, Kengeri","Bengaluru","12.55338","77.326","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"8961","","West1","Hinjawadi","Maharashtra","INDIA","IBIS, Pune","Hinjawadi","18.5963118","73.7171848","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"8962","","North3","Jodhpur","Rajasthan","INDIA","Hotel Aarunya Royale, Jodhpur","Jodhpur","26.2385343","72.9524817","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"8963","","Central3","Betma","Madhya Pradesh","INDIA","K-10 Restaurant & Café","Betma","22.6853287993994","75.627191138855","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"8964","","North Central3","Athseni","Uttar Pradesh","INDIA","Shiva Tourist Dhaba, Hapur","Athseni","28.77445","78.2969","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"8965","","West3","Ahmedabad","Gujarat","INDIA","TRP Mall","Ahmedabad","23.3","72.47","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"8966","","South1","Yaragatti","Karnataka","INDIA","HR Motel, Yaragatti","Yaragatti","15.966422","75.115","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"8967","","North3","Nathdwara","Rajasthan","INDIA","Hotel Maniraj, Nathdwara","Nathdwara","24.86826763","73.7748154","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"8969","","West1","Mumbai","Maharashtra","INDIA","V N Chowk Bus Depot","Mumbai","18.9697937","72.81534933","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"8970","","North3","Dudu","Rajasthan","INDIA","Jio-bp Mobility Station, Mahela Dudu","Dudu","26.41527","75.15245","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"8971","","South1","Kangrali","Karnataka","INDIA","RR Mall, Belgaum","Kangrali","15.916392248624","74.5212421728691","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"8973","","West1","Devkheda","Maharashtra","INDIA","Jio-bp Mobility Station, Majalgaon","Devkheda","19.14823","76.23257","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"8974","","West1","Yawali","Maharashtra","INDIA","Hotel Sai Siddheshwar","Yawali","17.8363275552889","75.59269434674","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"8975","","North3","Nasirabad","Rajasthan","INDIA","Jio-bp Mobility Station, Nasirabad","Nasirabad","26.16151","74.43406","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"8976","","West3","Paddhari","Gujarat","INDIA","Gajanan Resort, Jamnagar - Rajkot Hwy","Paddhari","22.4540212","70.5720728153419","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"8977","","North3","Naroli","Rajasthan","INDIA","Jio-bp Mobility Station, Naroli","Naroli","20.26914","72.9765","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"8978","","West2","Manmad","Maharashtra","INDIA","Jio-bp Mobility Station, Manmad","Manmad","20.2648488","74.4399102","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"8979","","North Central3","Dhir Khera","Uttar Pradesh","INDIA","Mr. Chotiwala Restaurants","Dhir Khera","28.706721","77.755515","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"8980","","Central3","Misrod","Madhya Pradesh","INDIA","Celestial Park Hotel , Bhopal","Misrod","23.1536518","77.4759759","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"8981","","West3","Moraiya","Gujarat","INDIA","Hotel Pearl and Restaurant, Ahmedabad","Moraiya","22.92439","72.442484","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"8982","","South1","Gujri","Karnataka","INDIA","Panchwati (Garh Sisodiya), Dhar","Gujri","22.3270963563366","75.4968352140547","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"8983","","West2","Gadhinglaj","Maharashtra","INDIA","Hotel Prarthna, Amboli Gadhinglaj","Gadhinglaj","16.22200122","74.34878245","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"8984","","North1","Adampur","Punjab","INDIA","Indo American Diner (Highway Food Express)","Adampur","30.5492981","76.4848316","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"8985","","North Central3","Moradabad","Uttar Pradesh","INDIA","Jio-bp Mobility Station, Moondha Pandey- Moradabad -2","Moradabad","28.48245","78.55301","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"8986","","Central1","Nizamabad","Telangana","INDIA","RR Mall, Nizamabad","Nizamabad","18.6657144509838","78.1093999","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"8987","","North2","Rohtak Station Diary Mohalla","Haryana","INDIA","Suncity Heights, Rohtak","Rohtak Station Diary Mohalla","28.9235762105651","76.6110418686936","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"8988","","North3","Pali","Rajasthan","INDIA","Tawde Farmhouse, Anjanari","Pali","16.9649161646826","73.5034473846544","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"8989","","South1","Bangalore","Karnataka","INDIA","Varthur Hub","Bangalore","12.94","77.73","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"8990","","South1","Narayan Pura","Karnataka","INDIA","Parth Cafe & Restaurant pur. Veg, Ajmer","Narayan Pura","24.6140605230257","74.2359328","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"8991","","North2","Sonipat","Haryana","INDIA","Haldiram Diners, Sonipat","Sonipat","28.996798","77.08342","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"8992","","West3","Ahmedabad","Gujarat","INDIA","Ved Arcade Mall, Opp. Vastral Lake","Ahmedabad","23.5589","72.6658155","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"8993","","North Central1","Dehradun","Uttarakhand","INDIA","MR Tower, Dehradun","Dehradun","30.370421","78.096502","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"8994","","Central1","Hyderabad","Telangana","INDIA","Boulder Hills Golf & Country Club, Hyderabad","Hyderabad","17.4328094545955","78.3541022157344","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"8995","","Central1","Jadcherla","Telangana","INDIA","Driftnation Food Court, Mahbubnagar","Jadcherla","16.8144064597136","78.1483249","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"8996","","Central1","Visakhapatnam","Andhra Pradesh","INDIA","A Square Entertainments, Visakhapatnam","Visakhapatnam","17.89889414","83.38607826","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"8997","","West3","Samarkha","Gujarat","INDIA","Hotel Foun 10, Anand","Samarkha","22.58858","72.959059","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"8998","","Central3","Ajnod","Madhya Pradesh","INDIA","Fly Food Park, Indore","Ajnod","22.8664","75.856","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"8999","","West2","Datta Colony","Maharashtra","INDIA","RR Mall, Kolhapur","Datta Colony","16.6997734776989","74.2310604693171","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"9000","","West2","Nashik","Maharashtra","INDIA","Grape County, Nashik","Nashik","19.96012044","73.61370929","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"9001","","East1","Kolkata","West Bengal","INDIA","Jio-bp Mobility Station, Sodepur","Kolkata","22.7066167712214","88.3740012902809","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"9002","","West2","Red Hills","Maharashtra","INDIA","Jio-bp Mobility Station, Red Hills","Red Hills","13.1373134","80.2296291999","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"9003","","Central1","Murari","Andhra Pradesh","INDIA","Food Pyramid, Vijayawada-Vizag Hwy, Rajanagaram","Murari","17.07791963","81.89522434","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"9004","","Central1","Maramunagala","Telangana","INDIA","Jio-bp Mobility Station, Kurnool","Maramunagala","15.904001","78.017568","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"9005","","Central1","Gundugolanu","Andhra Pradesh","INDIA","Food Court, Garuda","Gundugolanu","16.77882505","81.22132326","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"9006","","Central1","Dhone","Andhra Pradesh","INDIA","Jio-bp Mobility Station, Dhone","Dhone","15.355833","77.8225","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"9007","","Central1","Chityal","Telangana","INDIA","Jio-bp Mobility Station, Chityal","Chityal","17.1317","79.08389","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"9008","","North Central1","Ramnagar","Uttarakhand","INDIA","The tattwaa Corbett Spa & Resort","Ramnagar","29.3979077511378","79.0810405509234","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"9009","","West2","Pune","Maharashtra","INDIA","Fiserv","Pune","18.56077886464","73.9208321862335","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"9010","","North3","Jaipur","Rajasthan","INDIA","Hotel Chetram Elite, Jaipur","Jaipur","26.9393919","75.7805653","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"9011","","","Ananda Colony","Madhya Pradesh","INDIA","Jardin Hotel, Indore","Ananda Colony","22.7538730452274","75.9217786731836","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"9012","","North3","Anand","Rajasthan","INDIA","RR Mall, Bhilwara","Anand","25.3369805144191","74.6312842846585","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"9013","","West2","Nagpur","Maharashtra","INDIA","Jio-bp Mobility Station, Nagpur 3(Khapri)","Nagpur","20.971796427512","79.023670514114","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"9014","","North3","Amarpura","Rajasthan","INDIA","Shree Ram Hotel and Restaurant, Kirki Choki","Amarpura","24.6132967149818","74.1808317711638","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"9015","","Central1","Veldurthi","Andhra Pradesh","INDIA","Amazon Kitchen, Kurnool Road","Veldurthi","15.5770802911038","77.937027684658","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"9016","","East1","Nutanpally","West Bengal","INDIA","Jio-bp Mobility Station, Burdwan","Nutanpally","23.216508","87.929339","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"9017","","East1","Kolkata","West Bengal","INDIA","IBIS, Kolkata","Kolkata","22.5815292765722","88.4613545000019","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"9018","","South2","Mylapore","Tamil Nadu","INDIA","Chennai Citi Centre, Mylapore","Mylapore","13.044271854058","80.2737891","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"9019","","Central1","Hyderabad","Telangana","INDIA","Swag Dine In, Turkapally","Hyderabad","17.6696416178823","78.5913088576224","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"9020","","West2","Jogeshwari East","Maharashtra","INDIA","Majas Depot (BEST)","Jogeshwari East","19.1391538148132","72.8654306846585","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"9021","","Central1","Chagallu","Andhra Pradesh","INDIA","Jio-bp Mobility Station, Nizamabad","Chagallu","18.822796","78.321643","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"9022","","East2","Champaran","Bihar","INDIA","Jio-bp Mobility Station, Pipra","Champaran","26.461792","84.342875","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"9023","","West1","Calangute","Goa","INDIA","IBIS Styles, Calangute Goa","Calangute","15.5406597747066","73.7629620814602","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"9024","","West3","Halvad","Gujarat","INDIA","Jio-bp Mobility Station, Halwad","Halvad","23.00462","71.11593","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"9025","","South1","Bangalore","Karnataka","INDIA","IBIS Bengaluru, Hebbal","Bangalore","13.0402607191769","77.6189319222659","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"9026","","Central1","Anantapur","Andhra Pradesh","INDIA","Jio-bp Mobility Station, Anantpur I","Anantapur","14.699694","77.588519","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"9027","","North Central3","Harraiya","Uttar Pradesh","INDIA","Jio-bp Mobility Station, Gorakpur -II","Harraiya","26.7672046","82.62548733","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"9028","","North Central3","Bhatin Para","Uttar Pradesh","INDIA","Jio-bp Mobility Station, Reda","Bhatin Para","26.18443","82.791685","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"9029","","Central1","Hyderabad","Telangana","INDIA","Jio-bp Mobility Station, Saroor Nagar","Hyderabad","17.367124","78.541433","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"9030","","West2","Dhule","Maharashtra","INDIA","Hotel Jhankar Palace, Dhule","Dhule","20.86965","74.77046","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"9031","","North Central3","Kotwan","Uttar Pradesh","INDIA","Sukh Sagar Hotel, kotwan","Kotwan","27.846955","77.412331","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"9032","","North1","Ludhiana","Punjab","INDIA","Jio-bp Mobility Station, Doraha","Ludhiana","30.7525049","76.0848394","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"9033","","North Central3","Hadbast","Uttar Pradesh","INDIA","Jio-bp Mobility Station, Mansa Exit ","Hadbast","29.969011","75.379142","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"9034","","East1","Medinipur","West Bengal","INDIA","Hotel Rio,Medinipur","Medinipur","22.3934220208227","87.5940089457921","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"9035","","West3","Rajkot","Gujarat","INDIA","CWC, Rajkot","Rajkot","22.326962","70.798572","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"9036","","West3","Ahmedabad","Gujarat","INDIA","CWC, Ahmedabad","Ahmedabad","22.9982","72.58772972","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"9037","","Central2","Bhubaneshwar","Odisha","INDIA","Biju Patnaik International Airport, Bhubaneshwar","Bhubaneshwar","20.2540587882621","85.8168778","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"9038","","West3","Vadodara","Gujarat","INDIA","Jio-bp Mobility Station, Airport Road Vadodra","Vadodara","22.323716","73.221769","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"9039","","North Central1","Gurugram","Delhi NCR","INDIA","Global Foyer Mall, Sector 43 Gurugram","Gurugram","28.4605360872757","77.0950745999999","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"9040","","North Central3","Etawah","Uttar Pradesh","INDIA","Sagar Grand, Etawah","Etawah","26.839069","78.944685","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"9041","","South1","Bellary","Karnataka","INDIA","Jio-bp Mobility Station, Pd Halli","Bellary","15.142982","77.062922","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"9042","","West3","Ahmedabad","Gujarat","INDIA","Venus Stratum, Ahmedabad","Ahmedabad","23.21854","72.537925","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"9043","","South1","Kodagu","Karnataka","INDIA","Kodagu Planter's Club, Gonikoppa","Kodagu","12.1807300376641","75.9133998282711","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"9044","","South1","Bangalore","Karnataka","INDIA","Kishan Enterprises, Bangalore","Bangalore","12.9897981316045","77.5005534855945","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"9045","","Central3","Bhopal","Madhya Pradesh","INDIA","Eco Xperia Sports, Bhopal","Bhopal","23.17107308","77.44002144","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"9046","","West2","Mumbai","Maharashtra","INDIA","Mindspace, Airoli East","Mumbai","19.162157","73.00073","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"9047","","West3","Surat","Gujarat","INDIA","SLW Enterprise, Surat","Surat","21.18109","72.934303","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"9048","","South2","Chennai","Tamil Nadu","INDIA","IBIS Chennai, City Centre","Chennai","13.0573133812428","80.2566794743957","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"9049","","North Central3","Aurangpur","Uttar Pradesh","INDIA","Jio-bp Mobility Station, MET Aurangpur","Aurangpur","28.30132","76.4527","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"9050","","West2","Mumbai","Maharashtra","INDIA","Vidyavihar station West","Mumbai","19.8","72.9","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"9051","","South2","Chennai","Tamil Nadu","INDIA","Bharath Medical College and Hospital, Chennai","Chennai","12.9089167620943","80.140049107413","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"9052","","North Central3","Ujhani","Uttar Pradesh","INDIA","Jio-bp Mobility Station, Ujhani","Ujhani","28.009293","79.010284","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"9053","","Central2","Bhubaneshwar","Odisha","INDIA","Lyfe Hotels (World hotel group)","Bhubaneshwar","20.2860247437342","85.8428867778555","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"9054","","Central2","Raipur","Chhattisgarh","INDIA","Citroen City Motocorp Pvt Ltd, Raipur","Raipur","21.2493427477053","81.577601946418","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"9055","","West2","Mumbai","Maharashtra","INDIA","Vikhroli Station East (BEST)","Mumbai","19.110519","72.929184","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"9056","","West2","Wadala","Maharashtra","INDIA","Wadala Bus Depot","Wadala","19.142728","72.8528279","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"9057","","West2","Mumbai","Maharashtra","INDIA","Walkeshwar Bus Depot (BEST)","Mumbai","18.95","72.8","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"9058","","East1","Kolkata","West Bengal","INDIA","WBSEDCL, Newtown","Kolkata","22.56412","88.5141","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"9059","","East1","West Bengal","West Bengal","INDIA","Smriti Mahal","West Bengal","22.4","88.49","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"9060","","East1","Tangtala","West Bengal","INDIA","WBSEDCL, Tongtala","Tangtala","22.36342","88.39528","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"9062","","North3","Jodhpur","Rajasthan","INDIA","The Hotel Sarai Jaipur","Jodhpur","26.899372881893","75.7317544999467","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"9064","","South3","Kozhikode","Kerala","INDIA","Bosch Brand Store, Kozhikode","Kozhikode","11.2619458256733","75.7769455983866","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"9065","","South1","Bangalore","Karnataka","INDIA","Whitefield Hub, Bangalore","Bangalore","12.988797","77.718923","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"9066","","West1","PUNE","Maharashtra","INDIA","The Fern Hotel, Amenora Club House, Hadpsar","PUNE","18.5184","73.940982","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"9067","","West1","Hiranandi","Maharashtra","INDIA","The Walk, Hiranandani","Hiranandi","19.2568809149325","72.9837361","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"9068","","North Central3","Muzaffarnagar","Uttar Pradesh","INDIA","Jain Asli Shikanji, Muzaffarnagar","Muzaffarnagar","29.5494897276512","77.7477788224414","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"9069","","West1","Talegaon","Maharashtra","INDIA","Shantai Family Restaurant & Bar, Pune","Talegaon","18.6985824561617","73.6993328999501","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
"9070","","West1","Mumbai","Maharashtra","INDIA","Worli Bus Depot","Mumbai","19.1","72.82","","CCS2","Jio-BPPulse Charge","Jio BP","public","false"
